Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Paraguay,PRY,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,32.065775950668,33.1983854017388,34.4637199558303,37.7017945263359,35.2972020689462,36.906305956238,34.5500749758256,34.1126352366357,32.0674516807114,31.3957269682287,29.4645995514391,27.7673281227732,25.866303050038,24.7870379567815,26.417788143677,25.5479901634897,22.7074841520746,21.6366264425192,22.5807464352358,21.110367419512,18.6019358904464,16.0012443974321,14.948957846145,16.718912733494,18.1637724837493,18.4437831019194,18.3650119540079,16.4279737205061,14.8009373095827,14.004558328133,12.8566577643255,11.373317185727,11.0096432644682,13.0089432672836,13.9333504941588,12.7139528266327,11.7935958026272,12.7097347758464,13.7028319589992,10.2498016455612,13.3207780031997,14.1250204425197,10.3713136774537,13.1851855335632,12.0985659556673,9.7731753108472,11.0413873745188,10.5267434029776,10.2527013569434,9.99501124214751,11.0834607938365,11.6183103301846,11.3297744806337
Paraguay,PRY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.6999999881,0.8000000119,1.1000000238,1,1,1,1,2.0999999046,2.2999999523,2.4000000954,2.5999999046,2.9000000954,2.7000000477,2.7000000477,3,3.0999999046,13.6999998093,15.1000003815,7,3.9000000954,4.5,5.0999999046,22.2999992371,24.1000003815,11.6999998093,6.8000001907,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.085996,1.641624,1.774534,1.857094,1.970266,1.842301,0.478,0.312,..
Paraguay,PRY,"Air transport, passengers carried",IS.AIR.PSGR,80600,84300,53700,59600,61000,64500,66500,104600,111700,118500,129000,127000,167000,163500,179000,212000,184200,205000,248600,272300,273000,308800,313600,337500,324200,105200,260500,196000,222200,231700,265898,281040,267089,298928,373456,445854,432760,458688,465911,428493,715072,845395.688848872,794176,711548.47,608844,452004,467713,454276,710407,632389,131713,111964,..
Paraguay,PRY,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9317,7045,8179,8645,9294,10028,10540,10500,38430,37584,38007,37795.5,37901.25,..,..
Paraguay,PRY,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9,9,9,9,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,13,13,13,13
Paraguay,PRY,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.16601467132568,..,-1.32642936706543,..,-1.37370228767395,..,-1.36506843566895,-1.43683886528015,-1.42646288871765,-1.35583305358887,-1.16153120994568,-1.21103572845459,-0.979693531990051,-0.788950502872467,-0.707593381404877,-0.695635735988617,-0.850602805614471,-1.04777801036835,-1.0106920003891,-1.01829671859741,-0.762674689292908,-0.750454783439636,-0.870616137981415,-0.893414497375488,-0.857943475246429,-1.02597737312317,-1.09022343158722
Paraguay,PRY,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,-4.77696270196756,-4.03187757218467,-2.80093470706948,-4.41040236620347,-6.02614549120354,-6.22739575954709,-6.64057153419906,-6.91587973515684,-4.36963038226604,-7.04947522268641,-7.66805461171508,-9.79861958976583,-12.3342856620109,-4.9392770538631,5.37230741995177,6.7118429696366,1.21843526699717,-0.800567351484838,0.815224855768091,-3.48241172235135,-2.39891387766325,-0.707053011808279,-5.50597618386607,1.42468424398124,1.56971889454463,-2.79049501871093,-0.375729695210563,8.61307588678674,0.221163990286845,-0.101927990310014,-0.628692309199553,1.24447680615271,4.36238494214342,0.4298858634494,1.79970173562309,-1.0664876170614,-0.607600463905959,-1.64488088650002,0.907980808169966,-0.718315221152594,-0.0694484459843561,4.61783071762664,3.41223852857768,-0.241944861323747,-0.577176919329213,1.95216010990871,-0.764029115864194,-6.65485111473422
Paraguay,PRY,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.28,18,17.6956363636364,15.8249454545455,17.3578909090909,18.1584,16.6162909090909,13.4744727272727,10.2102545454545,16.197803030303,19.7491666666667,15.7208333333333,16.2241666666667,22.8608333333333,15.8308333333333,5.10833333333333,1.66166666666667,6.72,5.0025,3.0775,1.45583333333333,1.2125,4.025,3.91583333333333,4.24,4.30666666666667,3.5125,3.75583333333333,3.5925,3.48166666666667,3.43833333333333,3.3675,3.42444444444444,..
Paraguay,PRY,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,20.4536778740273,20.4690933409764,19.9804951547488,18.8713856358172,16.6412626273748,17.0949752939261,17.9219317136064,18.183276937317,18.7924983413013,18.1676786353057,18.534504754139,17.3122483910432,18.2682758059264,17.0812231359328,15.2075891272433,12.7234987387261,12.6391270214495,11.2982945432987,13.5252460112345,13.2517319135522,14.2403224248793,16.8727343446996,19.9087688924737,23.0556160961187,26.8352454103441,23.8483375156794,25.6603378289048,27.060836495307,22.7957329663691,22.7865726909361,21.7368830718385,21.7370549365058,18.3860502633728,12.5910073933481,12.2037107072481,12.2004421297006,11.5956363261509,13.6248638520182,18.6394764627894,21.4993580857491,25.3560622001383,28.8779178510989,31.5089764974653,34.3298001632731,38.086161007914,43.3223162403947,41.329806097995,41.1325848362891,44.5741027576609,47.7274401098496,50.6936584905366,49.4464986997272,51.2796747627415
Paraguay,PRY,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,13104426.9,15648794.3,19123735.5,20275438,27806782.8,35576295.2,36909563.9,49080293.6,59703758.8,93762032.1,154592123.9,177933120.3,150892108.7,110370869.5,144570567.2,165861514.2,231331620.5,245084724,325120400.1,158441394.1,222499461.6,266159949.9,633130512.2,291890210.4,261899856.4,300204045.7,253244291.4,295951261.7,263444529.5,262226669.5,356043778.5,362732217.4,344367824.8,363653191.4,492527994.5,493284815.2,440227796.7,424712600.9,462456402.4,483785101.6,502883871.7,921537210.7,1985799878.5,1649085841.9,3065463834.6,1995450169.1,1365196929.9,1771947115.3,2300731862.8,1383345571.7,1111130090.7,1217698723.3,..
Paraguay,PRY,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.05094,57.97708,58.036,58.45116,59.05401,..,..,..
Paraguay,PRY,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,..,..,10.2031002044678,..,..,..,..,..,..,..,..,..,17.2571697235107,..,..,..,..,..,..,..,..,..,25.1054000854492,..,..,..,..,..,..,..,..,27.8999996185303,27.4799995422363,30.5100002288818,29.5799999237061,34.1399993896484,32.6599998474121,34.9799995422363,37.0499992370605,38.4500007629395,37.939998626709,42.5099983215332,41.8199996948242,46.189998626709,47.310001373291,48.0299987792969,47.2599983215332,48.0099983215332,49.25,51.0400009155273,52.4700012207031,54.310001373291,..
Paraguay,PRY,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,84.0173441021651,91.6118449753084,107.620124188978,115.932965822055,119.720156896028,134.046137746242,161.967164838401,193.204006332988,221.376501751175,249.763552839445,274.080951563542,270.937036201001,276.67473460163,303.674460977832,305.473231776683,349.007309351663,400.369077706904,448.960406946453,464.911694617046,524.734584073936,545.346012808074,580.072578045013,650.220851661643,727.20380681961,812.786155788647,823.702074960921,861.924222478145,869.309299233119,888.97183483349,918.455550440014,906.641624809246,921.968965548551,879.465087963321,872.178252261128,914.024376661302,978.738588986707,1050.24109392511,1107.14546367961,1174.38195453492,1268.76252575792,1381.26013977901,1473.32864902499,1585.83947255019,1682.06686860226,..,..,..,..,..,..,..,..
Paraguay,PRY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,..,11.9148936170213,11.1538461538462,6.08465608465608,10.3646833013436,11.1298482293423,11.0927152317881,14.0105078809107,11.7957746478873,10.4196816208394,5.73663624511082,10.1137800252845,19.5156695156695,19.5729537366548,9.09090909090909,4.57324529224749,1.51108126259234,1.54855360791483,1.50090054032419,8.10011096042412,0.305315431304028,0.0374774283670062,0.158431892708448,1.51100648937524,1.49929977757641,1.57681653526529,0.17399839386098,2.31597986788298,2.72586128962522,2.82085818741582,2.66955806475735,3.21071562548271,3.23778312453331,3.63717138938788,4.24024185939034,4.62807332994567,4.94570876096981,5.06095858538855,5.25385835857493,5.6969741079714,6.2312728886916,5.95748373101952,6.38333194986304,5.78327619615442,6.57899497123838,..,..,..,..,..,..,..,..
Paraguay,PRY,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.715,65.717,65.888,66.606,67.72,64.323,66.457,66.917,65.945,63.958,64.662,62.294,62.996,66.724,66.893,63.51,65.579,66.237,65.819,64.644,64.748,68.365,66.81,64.542,64.832,66.297,66.964,67.4,67.619,64.826,66.663,66.181
Paraguay,PRY,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,14.9170459550727,13.3753702111398,13.7669119392357,14.9636869504213,15.508549730118,13.2089540482779,14.6602263756079,19.4539702289729,18.420236744362,16.0582466539996,13.8456158256001,11.1624421996108,12.1378758276349,9.25558053041867,18.3737201290961,27.0817516165298,34.2863027591859,36.3741545715966,48.3846821014669,51.8801101548043,52.2235305170331,50.8420685695162,49.8340111967107,59.9203075195212,60.8203573533219,61.7750273749308,52.74050158026,48.4697528692641,54.6398352009449,42.7929400088689,43.3309260294934,40.6425889608269,47.4750765387374,47.1446575963153,45.6878246718486,47.5935921119847,46.2930851780555,43.374929155941,42.4383687094115,38.0972540491829,42.1398416256059,40.238859668619,37.995519198228,38.7136655822512,35.4644118987718,34.7346586999546,37.1432329052231,38.1692845403955,36.8532235364499,36.0872909434475,33.2706269850168,35.4870925101426,34.4783350054441
Paraguay,PRY,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,165258786.17963,165818650.11838,198633787.784239,281610718.261582,390479779.698691,375452001.529556,676767904.497406,832376610.94916,1006289683.71685,1841733869.45641,1500416910.5342,1119060423.39573,1207838081.01933,1029646546.67538,1292383522.8854,1754672490.62862,2404913900.09704,2543122595.60936,3535222635.70473,3881856228.59145,4552871154.50568,4860886070.02528,4925542648.44516,6272769248.72013,7025566267.82928,8246574875.37919,7534578229.3985,7108420355.51714,8075703217.42804,6956194920.23568,7107752793.9545,6205860253.37332,6775879106.83578,7466410721.09588,8042007682.03454,8886650764.35094,9191764904.61054,9989337083.19826,10636137914.0045,9579946729.86832,11845246084.6691,11885451102.8263,11209972277.9837,12735085421.6646,12187371703.0792,12577896699.2888,13730836668.7881,14894996227.8799,14835935327.6278,14330147327.6741,13038656648.3439,13307253550.2257,13089104855.1535
Paraguay,PRY,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-1.20393481133461,-2.56759338874558,-0.0722401675971888,0.693575260887936,-1.65042823056353,-4.64505694736897,-3.37834997127095,-2.98734503740346,-3.69440258943021,-5.49784675991954,-6.20437891085699,-6.81441365676623,-7.62061760555736,-6.63104740999994,-4.37881365422901,-0.045120350438438,1.43705059458065,0.262942491921816,11.6923899370384,20.8049924010864,13.1387202320101,12.5448179184117,10.1704648345854,6.23685149120053,-1.4386147602202,5.48598055331213,2.44573595448443,1.00522949055361,7.67335026333108,8.030604327102,8.01712229783828,8.67947890982993,15.5085874291821,13.1619514225143,11.2712027281431,10.1652205699238,7.85263905129832,7.7487208915852,4.09916276155495,5.35252623592269,3.02215987653915,1.9855954883033,1.22608094037653,4.05745978039495,1.84509883443691,2.55425187395318,6.52715057821832,5.25843467693506,1.63722344694689,0.952420152639386,3.78103649518642,1.23191199916516,-4.89789068069712
Paraguay,PRY,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..,-24400000,3000000,-21700000,-19600000,-50200000,-31700000,-31900000,-36600000,-4900000,-5200000,-700000,-600000,-5300000,-8400000,-12800000,-76900000,-86100000,-117500000,-75000000,-137100000,-94500000,-139500000,-225700000,-333200000,-86700000,-97900000,-69700000,-5900000,-24900000,-27679000,-35500000,-114200000,-202300000,-308640054.062684,-92714943.7338383,-564507972.093501,-613537851.144553,-863262657.503622,-190073772.090249,-443331973.116931,-327930093.036133,-468248989.032747,-81573304.6083627,-218510304.441992,-532202375.31888,-119602736.804158,-94888788.3549876,-222840894.447583
Paraguay,PRY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.312938732082178,0.331404559561845,0.359650666596397,0.43388648851296,0.536229571596915,0.568809233226859,0.594636055743887,0.656766239833602,0.717302767430675,0.855894745739645,0.997416467931779,1.15526932769471,1.21851590267108,1.41235523011225,1.8197079384893,2.29522182708809,2.91256184992464,3.72717826311766,4.74229469282405,6.23397967564402,8.5160857383264,10.6553125961673,12.1558918124891,13.6413460414617,15.356523012529,17.057477102625,19.0056880202813,19.6539699937672,22.8494257076468,25.2897736002886,28.9983938263546,33.0394953572254,38.9698813199152,44.8716066630934,50.1821636556738,56.6821710526132,61.7018492656248,69.4981899114748,77.9941733959456,80.8393734801474,84.6030133088697,88.9141379741561,93.1804836092811,97.2223511721534,100.00000004973,101.603888060907,105.804959337813,108.089509850963,110.208332520547,113.582778811232,116.086054057161,125.893150203284,135.421381429803
Paraguay,PRY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1940.18011565848,2001.92838034206,2085.80774785104,2184.71316973734,2309.77440074302,2407.51705475474,2525.48164118388,2746.85390454699,3001.564286351,3273.60715150128,3562.59322815122,3785.5449372772,3631.18624940465,3424.24403581817,3423.79651279949,3479.86189720423,3551.64324493211,3715.66031977131,3827.57337659964,3982.33957687508,4036.31370832231,4068.28377660101,4031.80763073987,4125.54753798032,4239.49093673069,4421.90086403875,4388.78838824663,4473.73406015658,4381.15834147534,4233.10971718983,4056.23034675612,3954.69310775788,3897.77490678124,4015.49241096182,4129.76244895856,4171.23650796628,4326.09979399693,4515.39015648211,4761.86972347373,4701.606997304,5163.46534706101,5315.3828748572,5207.01651127359,5561.53693078177,5774.57148753623,5861.38972416093,6025.08425768364,6226.67249000999,6338.50051617107,6229.21196026985,6095.3787181181,6259.72574093859,6193.36175156423
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,246.850846966175,269.73684248673,304.991966132839,385.392986122325,503.562728354106,556.761586303364,610.560506004519,733.46540674398,875.353372814364,1139.14805979759,1444.69452247654,1778.05382071561,1666.65080758485,1696.91306555737,1309.65801343961,928.426274250838,1024.19314894826,1062.04643527163,1106.97184745994,1204.09653762574,1431.83920038625,1675.7136434161,1673.44837156734,1652.8043214394,1750.93547791783,1968.35248659417,2077.4848286906,2068.20837812986,1880.89316502001,1758.26019288757,1728.34074341006,1630.1908460827,1361.24928059287,1436.76490433294,1776.93225816866,1960.51476554933,2426.41709770871,3194.26298162817,4360.42910071309,3920.18607347104,4702.91576988272,5772.99550988836,5621.24402638513,6435.82655022784,6629.4265185753,5861.38972416093,5759.01833315657,6136.05835430284,6242.96150239538,5807.83881414187,5353.34804464198,5959.44176327886,6153.05567679103
Paraguay,PRY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.20181698067724,3.18260475845675,4.18992848758417,4.74182829113549,5.7243775859472,4.23169699951139,4.89984426885653,8.76554633195947,9.27280411172853,9.06336960322129,8.82775676114387,6.25812981858924,-4.07758170699647,-5.69902503955582,-0.0130692501469127,1.63752092728487,2.06276426617822,4.61806165563605,3.01192916459129,4.04345482235881,1.35533724347989,0.792061038585217,-0.896597874291089,2.32500942073072,2.76189760756343,4.30263751073694,-0.748828994819988,1.93551532667722,-2.06931653594977,-3.37921190576421,-4.1784735631924,-2.50324144139002,-1.4392570908976,3.02012063281991,2.84572914855484,1.00427226796494,3.71264697494098,4.37554313351369,5.45865492127598,-1.26552656139802,9.82341463295111,2.94216224153907,-2.0387310967984,6.80851344989249,3.83049792540911,1.50345764723987,2.79275975879854,3.34581598704227,1.79595163131663,-1.72420205098025,-2.14847789745059,2.69625613798159,-1.06017407344768
Paraguay,PRY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8818.62937058954,8888.47829797121,8808.78439049477,9013.58945742563,9262.53556900586,9661.06889884326,9588.72401371918,9774.3152366375,9572.0537151699,9248.59373640073,8862.14369215816,8640.30283866053,8515.94666738008,8773.13852976157,9022.79829014608,9113.41175116844,9451.76055686211,9865.32641690404,10403.8405428603,10272.1771773849,11281.2557333508,11613.1685799089,11376.4073007467,12150.9715219326,12616.4142339973,12806.0966786058,13163.7401933187,13604.1747171995,13848.4991149602,13609.72300919,13317.3211184333,13676.3902065038,13531.3966633509
Paraguay,PRY,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23045.6307537845,22819.2569470548,23254.9006848692,23585.0838892711,24112.1459332689,25076.9226822831,24598.3325780186,23764.9652240189,23127.8276585077,22669.3713159343,21688.7704042111,22018.6892511411,22229.9191299607,21364.9027072382,21306.6412497693,23042.186637935,23064.9734120102,23855.5696227977,23487.2276978018,26030.973103396,26526.0144357205,24411.6004503214,26484.457600315,28284.2442785784,28425.6159271672,28440.9100693417,28983.0869741708,29208.8068261795,28518.5411924428,29018.7099172103,28903.8796345329,28743.3486688847
Paraguay,PRY,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,9.00682051761188,8.48977739562434,8.01762660089371,6.5132297487982,5.49170619642312,6.28652744448353,6.26573674843158,6.20343535195666,6.66579856266781,5.73965074306527,6.19706347832758,6.86126072226322,7.09215239335721,7.23911794081834,6.67718749188918,6.67831302162834,6.8355514993471,7.33900022268439,6.27917168818831,6.47518847330066,6.16494703610531,6.63962399123003,8.03321117542784,8.67001484717436,8.88325722853195,8.87135694769523,9.62621865463877,10.1839567905594,10.2908406937636,9.89065247505807,10.4050719792481,9.48114361115282,8.39686429853125,7.93637429708313,7.58724400427132,8.11892416861415,8.30448470445992,7.67142378869969,7.4300674515924,9.13708153040746,9.06137526683434,10.0606239849881,11.7254484481079,11.2997503996766,11.5488457611573,11.8031750486187,11.3629906714553,11.1076787786728,11.5202342968007,11.9462687058924,12.6444728382528,12.0136316874781,11.5202985126549
Paraguay,PRY,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.8,..,..,..,..,58.2,..,54.9,..,54.6,..,54.6,57.3,54.9,52.3,51.4,53,53,50.7,49.1,51,52.3,47.6,47.9,50.7,47.6,47.9,48.5,46,45.7,43.5,42.9,45.1
Paraguay,PRY,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,188000000,202100000,327100000,356100000,384500000,400300000,398500000,396200000,326000000,361300000,465600000,575800000,597400000,871000000,1180000000,2096200000,1997100000,1997100000,2859000000,3360100000,5337184199.43358,4903672021.10821,4561456547.49801,4836136121.87912,3612822161.21112,3640111489.20888,3233830232.38667,3216127162.64451,3436617282.91081,4163682288.51982,4827685701.13899,5949914687.3323,7297377181.00001,9655701353.77551,7702445663.29021,10382534285.4055,12505920106.3867,11544874552.3675,13477281419.9131,12893256334.5646,10883307510.7859,11744114811.4387,12987248557.1487,13181644590.3049,12116295369.9355,10954940596.2896,13223047998.1893,12815465198.8711
Paraguay,PRY,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,..,..,..,227300000,236400000,360000000,432000000,577100000,675300000,772400000,711300000,551400000,649100000,659300000,864200000,918700000,1030100000,1015900000,1734800000,1920500000,1988000000,2779600000,3603500000,4417737429,4291722640,4095610000,3815500000,2623200000,2739500000,2348800000,1974575000,2318550000,3016850000,3682066000,4852650000,5937460000,8675278035,6625109251,9582870162,11722741996,11014060723,11860834552,11946114678,10165220164,9625876258.05986,11298592596.3333,12608588660,11912837899,9729158134.84,12594289269.55,14744124665.2546
Paraguay,PRY,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.909467279911041,..,-1.05510711669922,..,-1.03906869888306,..,-1.11379849910736,-0.997566938400269,-0.965075552463531,-0.777090907096863,-0.963064432144165,-0.853146731853485,-0.870992124080658,-0.90478652715683,-0.912053406238556,-0.84945946931839,-0.899536430835724,-0.878931939601898,-0.937642991542816,-0.998269379138947,-0.821773171424866,-0.841677308082581,-0.604826033115387,-0.576705813407898,-0.56505823135376,-0.655436873435974,-0.613315761089325
Paraguay,PRY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.10519003868103,2.26543998718262,..,..,..,..,..,..,..,..,..,..,..,..,..,1.39584994316101,..,..,..,..,1.04070997238159,..,..,..,..,..,..,..,4.19833993911743,4.23087978363037,4.2302098274231,3.83357000350952,3.40773010253906,3.3827600479126,2.86989998817444,..,..,2.73951005935669,..,..,2.7707200050354,3.69282007217407,3.668790102005,2.67871189117432,2.59655904769897,3.33377814292908,3.4349799156189,3.09062075614929,3.29619598388672,3.48983025550842,3.93615007400513,3.41070008277893,3.63540124893188
Paraguay,PRY,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.36332988739014,..,..,..,..,7.85805988311768,..,..,..,..,..,..,..,17.0877895355225,21.8768405914307,21.5593891143799,19.8792190551758,18.8153991699219,32.2392997741699,29.3103904724121,..,..,28.6787605285645,..,..,28.1095294952393,33.7931594848633,27.6015796661377,..,..,..,26.8843307495117,..,..,..,24.5218200683594,23.6368999481201,10.943473815918
Paraguay,PRY,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.7275129803393,14.5636285468616,15.0569149320426,19.0230952589746,20.9925186143857,24.098530238029,24.6257047961171,24.6847639712911,27.1955280242573,28.563995595962,28.7628533041668,28.8254791594056,25.6317160534028,21.226731362755,22.3012356215448,20.7735070365931,22.9025578896384,22.4410809866611,20.3182366672335,18.8409093238553,17.8089132669601,19.1088821478828,18.4930645370958,19.6686179608213,24.4135653897535,22.0208311357834,22.1294363736811,22.9182364662212,20.1120681390739,18.9705834507195,17.3392448147808,17.9677838077187,18.0997007043384,20.6270244034487,20.0681902485099,20.9031844113431,21.9503842549058,21.3245681130039,22.2482943436606,18.9159699698974,23.8349584406541,24.6615700086435,21.2642113309923,22.0169832494239,22.6588064100199,21.8786824129486,19.8061739561247,20.6000429018101,22.7820847953337,21.6853116218616,20.0414603496168,23.9981273744215,26.9009776335804
Paraguay,PRY,Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,593126058.931537,657978057.873834,770548756.774787,1083756092.39976,1241322134.63862,1206468134.10352,1580018084.97379,1865749490.09247,2339398739.58516,2677490360.12891,3349791515.8711,4000011961.70358,3289377370.75677,2681642993.92736,2708177587.66003,2322240165.8267,2661933426.55489,3115851012.02928,2942666807.28161,3218850174.64032,3703310497.65711,4057408374.00775,4201800543.19864,4365340743.47408,4927431930.79238,5133417338.60429,4878667222.75286,5213857712.989,4659005706.75589,4425168574.71307,3861214394.4145,3931745942.1264,4072894813.61986,4483075905.1997,4604051359.54176,4337141607.32293,4620594623.93502,4997029403.74349,6003314203.92779,5584643833.60373,7461336425.51498,7756017292.12247,6749393068.63293,7385316166.84687,8307543364.31938,7922571218.67081,7478425333.84189,8305089622.152,9535281216.05387,8899937797.77467,8477672941.6058,10782958747.4089,11548727884.568
Paraguay,PRY,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.7741993126755,21.552627801536,17.4576866470411,21.6193945785671,20.6641893712094,14.7778814332785,17.7394385334398,26.9082042570618,21.0027284443892,20.0358553878554,20.3546185339116,23.1405057928172,25.5947667691223,22.9250530971561,20.9679239238029,23.3688783152978,24.2483035580964,19.8291938787147,23.4219809901683,21.8182671847069,21.7999825325869,24.3719603496983,23.9597951862511,22.521249737201,21.0986594912273,21.9442306579896,23.2030915311141,20.5536406481608
Paraguay,PRY,Gross savings (current US$),NY.GNS.ICTR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1791963939.84779,2109655648.21252,1739697872.54461,2002060051.01798,1826108928.33441,1308685605.60472,1507108359.95743,1936384516.41458,1615397023.632,1928339047.84939,2185577203.3683,3107638038.72297,4570302201.9866,5643063171.21174,4687411091.99923,6339813349.70973,8180658320.53727,6602415326.79881,9052908240.82558,8809777156.11597,7894072911.72079,8795730980.12364,9343632430.79354,9059273748.67024,8001738022.60368,7775318853.4979,9269843832.60427,8575450658.88344
Paraguay,PRY,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.510600686073303,..,..,..,..,..,..,0.533,0.527505993843079,..,0.528180062770844,..,..
Paraguay,PRY,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,16.1209807664073,15.9429635998854,13.8391521068329,14.2701116895334,17.1589779606816,17.8540109956469,18.0385763468788,22.4413152663763,22.1146393337922,21.5560934139192,20.0499947364571,17.9768558563771,19.7584934331922,15.8866279404186,22.7525337833251,27.1268719669682,32.8492521646053,36.1112120796748,36.6922921644284,31.0751177537179,39.084810285023,38.2972506511046,39.6635463621252,53.6834560283207,62.2589721135421,56.2890468216187,50.2947656257756,47.4645233787105,46.9664849376138,34.7623356817668,35.3138037316551,31.963110050997,31.9664891095553,33.982706173801,34.4166219437055,37.428371542061,38.4404461267571,35.6262082643558,38.3392059478565,32.7447278132603,39.1176817490668,38.2532641803157,36.7694382578514,34.6562058018563,33.6193130643349,32.1804068260014,30.6160823270047,32.9108498634604,35.216000089503,35.1348707908081,29.4895904898304,34.2551805109774,39.3762256861412
